-0.12500	0.00000	0.00000	-0.16667	0.08333	0.00000	-0.16667	0.00000	0.08333	-0.08333	-0.16667	0.16667	0.25000	-0.08333	-0.08333	-0.12500	-0.12500	-0.12500	-0.12500	0.04167	0.04167	0.04167	0.04167	0.29167	-0.04167	-0.20833	0.12500	-0.04167	-0.04167	0.04167	0.04167	0.20833	0.20833	-0.12500	0.04167	0.04167	0.04167	-0.12500	-0.20833	-0.04167	
-0.12500	0.00000	-0.08333	-0.08333	0.08333	0.00000	-0.16667	0.00000	0.16667	-0.08333	-0.25000	0.16667	0.25000	-0.08333	-0.16667	-0.04167	-0.04167	0.12500	0.12500	-0.04167	0.12500	0.29167	-0.20833	0.04167	0.04167	-0.12500	0.04167	-0.12500	0.04167	0.12500	-0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.20833	-0.12500	-0.04167	-0.04167	
-0.12500	-0.08333	0.00000	-0.16667	0.08333	0.25000	-0.08333	0.08333	0.08333	-0.08333	-0.08333	0.16667	0.41667	-0.33333	-0.16667	-0.12500	-0.12500	-0.12500	-0.12500	0.20833	0.20833	0.04167	0.04167	0.04167	0.04167	-0.12500	0.04167	0.04167	-0.12500	0.04167	0.04167	0.12500	0.12500	-0.04167	0.12500	-0.04167	-0.04167	-0.04167	-0.04167	-0.04167	
-0.12500	-0.08333	-0.16667	-0.08333	0.16667	0.25000	0.00000	0.16667	0.08333	-0.25000	-0.16667	0.33333	0.08333	0.00000	-0.16667	0.04167	0.04167	0.37500	0.37500	0.12500	-0.04167	0.04167	-0.12500	0.12500	-0.04167	-0.12500	-0.04167	-0.04167	-0.12500	0.12500	0.12500	0.04167	0.29167	-0.20833	0.12500	-0.04167	0.04167	0.04167	-0.04167	-0.04167	
-0.12500	0.00000	-0.08333	-0.08333	0.08333	0.00000	-0.16667	0.25000	-0.16667	-0.33333	0.08333	0.16667	0.25000	-0.08333	-0.16667	-0.20833	-0.04167	0.12500	0.12500	-0.04167	0.29167	-0.04167	0.12500	0.04167	0.04167	-0.29167	0.20833	-0.12500	-0.29167	-0.04167	0.12500	0.04167	0.20833	-0.12500	-0.12500	0.20833	0.20833	0.04167	-0.04167	0.12500	
-0.12500	0.16667	0.33333	-0.41667	0.08333	-0.50000	-0.16667	-0.08333	0.08333	-0.16667	-0.33333	0.00000	0.00000	0.08333	0.00000	-0.29167	0.04167	-0.12500	-0.12500	-0.04167	-0.04167	0.04167	0.04167	-0.04167	0.12500	-0.12500	-0.04167	-0.20833	0.04167	0.12500	0.12500	0.04167	0.12500	-0.04167	0.12500	-0.04167	0.20833	-0.12500	-0.04167	0.12500	
-0.12500	0.08333	0.16667	-0.25000	0.08333	-0.25000	-0.25000	0.00000	0.08333	-0.16667	-0.25000	0.00000	0.00000	0.16667	-0.08333	0.04167	-0.12500	-0.12500	-0.12500	-0.04167	-0.04167	0.20833	-0.12500	-0.12500	0.04167	-0.04167	0.04167	-0.12500	-0.20833	0.12500	0.29167	0.12500	-0.12500	0.20833	0.04167	0.04167	0.12500	0.12500	0.12500	0.12500	
-0.12500	0.08333	0.16667	-0.25000	0.08333	-0.25000	-0.25000	0.00000	0.08333	-0.16667	-0.25000	0.00000	0.16667	0.00000	-0.08333	-0.12500	0.04167	-0.12500	-0.12500	-0.04167	-0.04167	-0.12500	0.20833	0.04167	-0.12500	-0.20833	-0.12500	0.04167	-0.04167	0.29167	0.12500	0.12500	0.04167	0.04167	0.20833	-0.12500	0.12500	0.12500	0.12500	0.12500	
-0.12500	0.08333	0.08333	-0.25000	0.08333	-0.25000	-0.08333	0.08333	0.00000	-0.25000	-0.16667	0.16667	-0.16667	0.25000	-0.08333	-0.04167	-0.04167	0.12500	0.12500	-0.04167	-0.04167	-0.04167	-0.04167	-0.04167	-0.04167	-0.20833	0.12500	-0.04167	-0.20833	0.12500	0.29167	0.12500	0.12500	-0.04167	0.12500	-0.04167	0.29167	-0.04167	0.12500	0.12500	
-0.12500	0.16667	0.16667	-0.25000	0.08333	-0.50000	-0.25000	0.08333	-0.08333	-0.33333	-0.16667	0.00000	0.00000	0.16667	-0.08333	-0.12500	-0.12500	-0.12500	-0.12500	-0.04167	-0.04167	-0.12500	0.20833	-0.04167	-0.04167	-0.12500	-0.04167	0.12500	-0.12500	-0.04167	0.12500	0.12500	0.04167	0.04167	-0.12500	0.20833	0.29167	-0.20833	0.04167	0.20833	
-0.12500	0.08333	0.08333	-0.25000	0.08333	-0.25000	-0.08333	0.08333	0.00000	-0.25000	-0.16667	0.16667	0.25000	-0.16667	-0.08333	-0.04167	-0.04167	0.12500	0.12500	-0.04167	-0.04167	-0.04167	-0.04167	0.12500	-0.04167	-0.20833	-0.04167	-0.04167	-0.20833	0.29167	0.12500	0.12500	-0.04167	0.12500	-0.04167	0.12500	0.29167	-0.04167	0.12500	0.12500	
-0.12500	0.08333	0.16667	-0.33333	0.08333	-0.25000	-0.08333	0.00000	0.00000	-0.16667	-0.16667	0.16667	0.16667	-0.08333	0.00000	0.04167	-0.29167	-0.12500	-0.12500	0.04167	0.04167	0.04167	0.20833	-0.12500	-0.29167	0.04167	0.04167	0.04167	0.04167	0.20833	0.20833	0.12500	0.12500	-0.04167	0.12500	-0.04167	-0.20833	0.12500	-0.04167	0.12500	
-0.12500	0.00000	0.33333	-0.16667	-0.08333	-0.50000	0.00000	-0.25000	0.00000	-0.16667	-0.41667	0.16667	0.25000	0.08333	0.08333	0.20833	-0.45833	-0.12500	-0.12500	0.04167	0.04167	0.04167	0.04167	-0.20833	-0.20833	0.12500	0.12500	0.12500	-0.04167	0.20833	0.04167	0.04167	-0.12500	0.04167	-0.12500	0.04167	0.04167	0.04167	0.12500	-0.04167	
-0.12500	0.08333	0.08333	-0.25000	0.00000	-0.25000	-0.08333	0.00000	0.00000	-0.08333	-0.08333	0.16667	0.33333	-0.25000	-0.08333	-0.04167	-0.37500	0.12500	0.12500	-0.04167	0.12500	-0.04167	0.12500	0.04167	-0.29167	0.04167	-0.12500	0.20833	-0.12500	0.29167	0.12500	0.29167	-0.04167	0.12500	0.12500	-0.04167	-0.04167	0.12500	0.04167	0.04167	
-0.12500	-0.08333	0.16667	-0.08333	0.00000	-0.25000	0.08333	-0.08333	-0.08333	-0.33333	-0.33333	0.33333	0.16667	0.16667	0.08333	0.20833	-0.12500	-0.12500	-0.12500	-0.04167	-0.04167	0.04167	-0.12500	-0.04167	-0.20833	0.04167	0.12500	0.12500	-0.12500	0.12500	0.29167	0.12500	0.04167	-0.12500	0.04167	-0.12500	0.12500	-0.04167	0.04167	0.04167	
-0.12500	0.00000	0.16667	-0.08333	-0.08333	-0.50000	0.08333	0.00000	-0.25000	-0.41667	-0.16667	0.33333	0.16667	0.16667	0.08333	0.04167	-0.12500	-0.12500	-0.12500	-0.04167	-0.04167	-0.12500	0.04167	-0.04167	-0.04167	0.04167	0.12500	0.12500	-0.12500	-0.04167	0.29167	0.12500	0.04167	-0.12500	0.04167	-0.12500	0.12500	-0.04167	-0.12500	0.20833	
-0.12500	0.08333	0.08333	-0.25000	0.08333	-0.25000	-0.08333	0.00000	0.00000	-0.16667	-0.16667	0.16667	0.33333	-0.25000	-0.08333	-0.04167	-0.20833	0.12500	0.12500	0.12500	-0.04167	0.12500	-0.04167	-0.04167	-0.04167	0.12500	-0.20833	-0.04167	-0.04167	0.29167	0.12500	0.12500	0.12500	-0.04167	-0.04167	0.12500	0.29167	-0.37500	0.12500	-0.04167	
-0.12500	0.16667	0.33333	-0.41667	0.08333	-0.50000	-0.16667	-0.08333	0.08333	-0.16667	-0.33333	0.00000	0.08333	0.00000	0.00000	0.04167	-0.29167	-0.12500	-0.12500	-0.04167	-0.04167	0.04167	0.04167	-0.04167	-0.20833	0.04167	-0.04167	0.12500	-0.12500	0.12500	0.12500	0.04167	-0.04167	0.12500	-0.04167	0.12500	0.20833	-0.12500	0.12500	-0.04167	
-0.12500	0.00000	-0.25000	0.08333	0.00000	0.00000	-0.33333	0.00000	-0.08333	0.00000	0.08333	0.16667	0.25000	0.08333	-0.16667	-0.04167	-0.04167	0.12500	0.12500	0.12500	0.12500	-0.04167	-0.04167	0.12500	0.12500	-0.20833	-0.04167	0.12500	-0.20833	-0.20833	-0.04167	0.04167	0.04167	0.20833	0.20833	0.04167	0.04167	-0.12500	0.20833	0.04167	
-0.12500	0.00000	-0.25000	0.08333	0.00000	0.00000	-0.33333	0.00000	-0.08333	0.00000	0.08333	0.16667	0.08333	0.25000	-0.16667	-0.04167	-0.04167	0.12500	0.12500	0.12500	0.12500	-0.04167	-0.04167	-0.04167	0.12500	-0.20833	0.12500	0.12500	-0.20833	-0.04167	-0.20833	0.04167	0.04167	0.20833	0.20833	0.04167	0.04167	-0.12500	0.04167	0.20833	
-0.12500	0.00000	-0.33333	0.00000	0.00000	0.00000	0.00000	0.08333	-0.08333	-0.08333	0.08333	0.50000	0.08333	0.08333	-0.08333	0.04167	0.04167	0.37500	0.37500	0.04167	0.20833	0.04167	0.04167	0.04167	0.04167	-0.12500	0.04167	0.04167	-0.29167	-0.12500	-0.12500	-0.12500	0.04167	0.04167	0.20833	-0.12500	0.20833	-0.12500	0.20833	0.04167	
-0.12500	0.00000	-0.33333	0.00000	0.00000	0.00000	0.00000	0.08333	-0.08333	-0.08333	0.08333	0.50000	0.08333	0.08333	-0.08333	0.04167	0.04167	0.37500	0.37500	0.04167	0.20833	0.04167	0.04167	0.04167	0.04167	-0.29167	0.04167	0.04167	-0.12500	-0.12500	-0.12500	-0.12500	-0.12500	0.20833	0.04167	0.04167	0.20833	-0.12500	0.04167	0.20833	
-0.12500	0.00000	-0.25000	0.25000	0.00000	0.00000	-0.75000	0.00000	0.00000	0.00000	0.00000	-0.16667	0.33333	0.25000	-0.25000	-0.04167	0.12500	0.12500	0.12500	-0.04167	-0.04167	-0.04167	-0.04167	-0.04167	-0.04167	-0.20833	0.12500	0.12500	0.12500	0.12500	-0.20833	0.12500	0.12500	0.12500	0.12500	0.12500	0.12500	0.12500	0.12500	0.12500	
-0.12500	0.00000	-0.25000	0.08333	0.00000	0.00000	-0.33333	0.08333	0.00000	-0.08333	0.00000	0.16667	0.25000	0.08333	-0.16667	0.12500	0.12500	0.12500	0.12500	0.12500	-0.20833	-0.04167	-0.04167	0.12500	-0.04167	0.29167	-0.20833	0.12500	-0.04167	-0.04167	0.12500	0.04167	0.04167	0.20833	0.20833	0.04167	-0.12500	0.04167	0.20833	0.04167	
-0.12500	0.00000	-0.33333	0.16667	0.00000	0.00000	-0.41667	0.00000	0.00000	0.00000	0.00000	0.16667	0.33333	0.08333	-0.16667	0.04167	0.04167	0.37500	0.37500	0.04167	-0.12500	0.04167	0.04167	0.04167	0.04167	-0.12500	0.04167	0.04167	0.04167	0.04167	-0.12500	0.12500	-0.04167	0.12500	-0.04167	0.12500	0.12500	0.12500	0.12500	0.12500	
-0.12500	0.00000	-0.25000	0.08333	0.00000	0.00000	-0.33333	0.00000	0.00000	0.00000	0.00000	0.16667	0.08333	0.25000	-0.16667	-0.04167	0.12500	0.12500	0.12500	0.12500	-0.20833	-0.04167	-0.04167	0.12500	-0.04167	0.12500	-0.20833	0.29167	0.12500	0.12500	-0.04167	0.04167	0.20833	0.04167	0.04167	0.20833	0.04167	0.04167	-0.12500	0.04167	
-0.12500	-0.16667	0.00000	0.16667	-0.16667	0.00000	-0.25000	-0.08333	-0.16667	-0.08333	0.00000	0.16667	0.25000	0.33333	0.00000	0.04167	0.04167	-0.12500	-0.12500	0.04167	0.04167	0.04167	0.04167	0.04167	-0.12500	-0.29167	0.20833	0.20833	0.20833	0.20833	-0.29167	0.12500	-0.04167	-0.04167	-0.04167	-0.04167	0.12500	0.12500	-0.04167	0.29167	
-0.12500	0.00000	-0.33333	0.00000	-0.08333	0.00000	0.00000	0.16667	-0.08333	-0.08333	0.16667	0.50000	0.08333	0.08333	-0.08333	0.04167	0.04167	0.37500	0.37500	-0.12500	0.20833	0.04167	0.04167	-0.04167	0.12500	-0.04167	-0.04167	0.12500	-0.04167	0.04167	0.04167	-0.12500	0.04167	0.04167	-0.12500	0.20833	0.20833	0.04167	-0.04167	0.12500	
-0.12500	0.00000	-0.25000	0.25000	0.00000	0.00000	-0.75000	0.00000	0.00000	0.00000	0.00000	-0.16667	0.25000	0.33333	-0.25000	0.12500	-0.04167	0.12500	0.12500	-0.04167	-0.04167	-0.04167	-0.04167	0.12500	0.12500	0.12500	-0.04167	-0.04167	-0.20833	-0.20833	0.12500	0.12500	0.12500	0.12500	0.12500	0.12500	0.12500	0.12500	0.12500	0.12500	
-0.12500	-0.16667	0.00000	0.16667	-0.16667	0.00000	-0.25000	-0.08333	-0.16667	-0.08333	0.00000	0.16667	0.33333	0.25000	0.00000	0.04167	0.04167	-0.12500	-0.12500	0.04167	0.04167	0.04167	0.04167	0.20833	0.20833	0.20833	0.04167	-0.12500	-0.29167	-0.29167	0.20833	0.12500	-0.04167	-0.04167	-0.04167	-0.04167	0.12500	0.12500	0.29167	-0.04167	
-0.12500	0.00000	-0.25000	0.08333	0.00000	0.00000	-0.33333	0.00000	0.00000	0.00000	0.00000	0.16667	0.25000	0.08333	-0.16667	0.12500	-0.04167	0.12500	0.12500	0.12500	-0.20833	-0.04167	-0.04167	-0.20833	0.29167	0.12500	0.12500	-0.04167	0.12500	-0.04167	0.12500	0.04167	0.20833	0.04167	0.04167	0.20833	0.04167	0.04167	0.04167	-0.12500	
-0.12500	0.00000	-0.33333	0.16667	0.00000	0.00000	-0.41667	0.00000	0.00000	0.00000	0.00000	0.16667	0.08333	0.33333	-0.16667	0.04167	0.04167	0.37500	0.37500	0.04167	-0.12500	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	-0.12500	-0.12500	0.04167	0.12500	0.12500	-0.04167	0.12500	-0.04167	0.12500	0.12500	0.12500	0.12500	
-0.12500	0.00000	-0.25000	0.08333	0.00000	0.00000	-0.33333	0.08333	0.00000	-0.08333	0.00000	0.16667	0.08333	0.25000	-0.16667	0.12500	0.12500	0.12500	0.12500	0.12500	-0.20833	-0.04167	-0.04167	-0.20833	0.12500	-0.04167	0.12500	-0.04167	0.29167	0.12500	-0.04167	0.04167	0.04167	0.20833	0.20833	0.04167	-0.12500	0.04167	0.04167	0.20833	
-0.12500	0.00000	-0.33333	0.00000	-0.08333	0.00000	0.00000	0.16667	-0.08333	-0.08333	0.16667	0.50000	0.08333	0.08333	-0.08333	0.04167	0.04167	0.37500	0.37500	-0.12500	0.20833	0.04167	0.04167	-0.04167	0.12500	-0.04167	-0.04167	0.12500	-0.04167	0.04167	0.04167	-0.12500	0.20833	-0.12500	0.04167	0.04167	0.20833	0.04167	0.12500	-0.04167	
-0.12500	0.00000	-0.25000	0.25000	0.00000	0.00000	-0.75000	0.00000	0.00000	0.00000	0.00000	-0.16667	0.25000	0.33333	-0.25000	0.12500	-0.04167	0.12500	0.12500	-0.04167	-0.04167	-0.04167	-0.04167	0.12500	0.12500	0.12500	-0.04167	-0.04167	-0.20833	-0.20833	0.12500	0.12500	0.12500	0.12500	0.12500	0.12500	0.12500	0.12500	0.12500	0.12500	
-0.12500	0.00000	-0.25000	0.25000	0.00000	0.00000	-0.75000	0.00000	0.00000	0.00000	0.00000	-0.16667	0.33333	0.25000	-0.25000	-0.04167	0.12500	0.12500	0.12500	-0.04167	-0.04167	-0.04167	-0.04167	-0.04167	-0.04167	-0.20833	0.12500	0.12500	0.12500	0.12500	-0.20833	0.12500	0.12500	0.12500	0.12500	0.12500	0.12500	0.12500	0.12500	0.12500	
-0.12500	0.00000	-0.25000	0.08333	-0.08333	0.00000	-0.33333	0.08333	-0.08333	0.00000	0.16667	0.16667	0.25000	0.08333	-0.16667	0.12500	0.12500	0.12500	0.12500	-0.20833	0.12500	-0.04167	-0.04167	-0.12500	0.20833	0.20833	0.04167	-0.12500	-0.12500	-0.04167	0.12500	-0.12500	0.20833	0.04167	0.04167	0.20833	0.20833	0.20833	0.12500	-0.04167	
-0.12500	0.00000	-0.25000	0.08333	-0.08333	0.00000	-0.33333	0.08333	-0.08333	0.00000	0.16667	0.16667	0.08333	0.25000	-0.16667	0.12500	0.12500	0.12500	0.12500	-0.20833	0.12500	-0.04167	-0.04167	0.04167	-0.12500	-0.12500	-0.12500	0.20833	0.20833	0.12500	-0.04167	-0.12500	0.20833	0.04167	0.04167	0.20833	0.20833	0.20833	-0.04167	0.12500	
-0.12500	0.00000	-0.08333	0.00000	0.00000	0.00000	-0.41667	0.08333	-0.08333	-0.08333	0.08333	0.00000	0.16667	0.16667	-0.16667	-0.20833	-0.04167	0.12500	0.12500	0.20833	0.20833	0.12500	-0.20833	0.12500	0.12500	0.04167	-0.04167	-0.04167	-0.29167	-0.12500	0.04167	-0.04167	0.20833	0.04167	0.04167	0.20833	-0.04167	-0.04167	0.12500	-0.04167	
-0.12500	-0.08333	0.08333	0.00000	-0.16667	-0.25000	0.00000	-0.08333	-0.16667	-0.16667	-0.08333	0.33333	0.25000	0.16667	0.08333	-0.20833	0.29167	0.12500	0.12500	0.20833	0.04167	-0.04167	-0.20833	0.20833	0.20833	0.12500	-0.29167	-0.12500	-0.04167	0.04167	0.04167	-0.12500	-0.04167	0.12500	-0.04167	0.12500	0.04167	-0.12500	0.29167	-0.04167	
-0.12500	0.00000	-0.25000	0.00000	0.00000	0.00000	-0.16667	0.08333	-0.08333	-0.08333	0.08333	0.33333	0.16667	0.08333	-0.08333	-0.04167	0.12500	0.12500	0.12500	0.20833	-0.12500	-0.04167	-0.04167	0.12500	-0.04167	0.04167	-0.20833	0.29167	0.04167	0.04167	0.04167	0.04167	0.12500	0.12500	0.12500	0.12500	-0.12500	-0.12500	0.20833	-0.12500	
-0.12500	0.08333	-0.16667	-0.08333	-0.08333	-0.25000	-0.08333	0.00000	-0.08333	0.00000	0.08333	0.33333	0.00000	0.16667	-0.08333	-0.12500	-0.12500	0.37500	0.37500	0.29167	-0.20833	0.20833	-0.12500	0.04167	0.20833	0.12500	-0.12500	0.20833	-0.20833	-0.04167	-0.04167	0.12500	0.20833	-0.12500	0.04167	0.04167	0.12500	-0.20833	-0.04167	0.12500	
-0.12500	0.00000	-0.16667	-0.08333	-0.08333	0.00000	-0.08333	0.16667	-0.16667	-0.08333	0.25000	0.33333	0.00000	0.16667	-0.08333	0.04167	-0.12500	-0.12500	-0.12500	0.29167	-0.04167	0.20833	0.04167	0.29167	-0.20833	0.04167	0.12500	0.12500	-0.12500	-0.04167	-0.04167	0.12500	0.04167	0.04167	0.20833	-0.12500	-0.20833	-0.04167	0.04167	0.20833	
-0.12500	0.08333	-0.33333	-0.08333	-0.16667	-0.25000	0.16667	0.16667	-0.16667	-0.08333	0.25000	0.66667	0.00000	0.08333	0.00000	0.04167	0.04167	0.37500	0.37500	-0.04167	0.12500	0.04167	0.04167	0.12500	-0.04167	0.04167	-0.04167	0.12500	-0.12500	0.12500	-0.04167	-0.12500	0.12500	-0.04167	0.12500	-0.04167	0.20833	-0.12500	0.12500	0.12500	
-0.12500	0.08333	-0.08333	0.00000	0.00000	-0.25000	-0.41667	-0.08333	0.08333	0.00000	-0.16667	0.00000	0.16667	0.16667	-0.16667	0.12500	-0.04167	0.12500	0.12500	0.20833	-0.12500	0.12500	-0.20833	0.04167	0.04167	0.12500	-0.29167	0.04167	-0.04167	0.04167	0.20833	-0.20833	0.20833	0.04167	0.04167	0.20833	0.12500	-0.04167	0.04167	0.20833	
-0.12500	0.00000	-0.16667	0.08333	0.00000	0.00000	-0.50000	0.00000	0.00000	0.00000	0.00000	0.00000	0.25000	0.16667	-0.16667	0.04167	0.04167	-0.12500	-0.12500	0.12500	-0.04167	0.20833	0.04167	0.20833	-0.12500	-0.20833	-0.12500	0.20833	-0.04167	0.12500	-0.04167	0.04167	0.12500	-0.04167	0.12500	-0.04167	0.04167	0.04167	0.20833	0.20833	
-0.12500	0.08333	-0.25000	0.00000	-0.08333	-0.25000	-0.16667	0.00000	0.00000	0.00000	0.00000	0.33333	0.16667	0.08333	-0.08333	0.12500	0.12500	0.12500	0.12500	0.04167	0.04167	-0.04167	-0.04167	0.12500	-0.20833	0.04167	-0.20833	0.12500	0.04167	0.20833	0.20833	-0.29167	0.12500	0.12500	0.12500	0.12500	0.04167	0.04167	0.20833	0.20833	
-0.12500	0.08333	-0.16667	-0.08333	-0.16667	-0.25000	-0.08333	0.00000	-0.08333	0.08333	0.16667	0.33333	0.00000	0.16667	-0.08333	-0.12500	0.04167	-0.12500	-0.12500	0.12500	-0.04167	0.20833	0.04167	0.29167	-0.04167	-0.12500	-0.20833	0.29167	0.04167	0.12500	0.12500	-0.04167	0.20833	-0.12500	0.04167	0.04167	0.12500	-0.04167	-0.12500	0.37500	
-0.12500	-0.08333	0.00000	0.16667	-0.16667	-0.25000	-0.25000	-0.16667	-0.08333	-0.08333	-0.16667	0.16667	0.33333	0.25000	0.00000	0.04167	0.04167	-0.12500	-0.12500	0.04167	-0.12500	0.04167	0.04167	0.29167	0.29167	0.29167	-0.20833	-0.04167	-0.37500	-0.29167	0.20833	0.12500	-0.04167	-0.04167	-0.04167	-0.04167	0.12500	0.12500	0.04167	0.20833	
-0.12500	0.00000	-0.25000	0.08333	0.00000	0.00000	-0.33333	0.08333	0.00000	-0.08333	0.00000	0.16667	0.25000	0.08333	-0.16667	0.12500	0.12500	0.12500	0.12500	0.12500	-0.20833	-0.04167	-0.04167	0.12500	-0.04167	0.29167	-0.20833	0.12500	-0.04167	-0.04167	0.12500	0.04167	0.04167	0.20833	0.20833	0.04167	-0.12500	0.04167	0.20833	0.04167	
-0.12500	-0.08333	-0.08333	0.08333	-0.25000	-0.25000	0.08333	-0.08333	-0.16667	-0.08333	0.00000	0.50000	0.33333	0.08333	0.08333	0.12500	0.12500	-0.37500	-0.37500	-0.04167	-0.04167	-0.04167	-0.04167	0.12500	0.12500	0.29167	-0.04167	0.12500	-0.04167	0.12500	0.12500	-0.04167	0.12500	-0.04167	0.12500	-0.04167	-0.04167	0.12500	0.12500	-0.04167	
-0.12500	0.08333	-0.33333	0.00000	-0.16667	-0.25000	0.00000	0.08333	-0.08333	0.00000	0.16667	0.50000	0.08333	0.08333	-0.08333	0.04167	0.04167	0.37500	0.37500	0.20833	-0.29167	0.04167	0.04167	0.12500	-0.04167	0.12500	-0.04167	0.12500	-0.04167	0.04167	0.04167	0.04167	0.04167	0.04167	0.20833	-0.12500	-0.12500	0.20833	-0.04167	0.29167	
-0.12500	0.08333	-0.25000	0.08333	-0.08333	-0.25000	-0.33333	-0.08333	0.00000	0.08333	0.00000	0.16667	0.25000	0.08333	-0.16667	0.12500	-0.04167	0.12500	0.12500	-0.20833	0.12500	-0.04167	-0.04167	0.29167	-0.20833	0.12500	-0.20833	0.12500	-0.04167	-0.04167	0.12500	0.04167	0.04167	0.20833	0.20833	0.04167	0.04167	0.04167	0.04167	0.37500	
-0.12500	0.00000	-0.08333	0.00000	0.00000	0.00000	-0.41667	0.08333	-0.08333	-0.08333	0.08333	0.00000	0.16667	0.16667	-0.16667	-0.04167	-0.20833	0.12500	0.12500	0.20833	0.20833	-0.20833	0.12500	-0.04167	-0.04167	-0.29167	0.12500	0.12500	0.04167	0.04167	-0.12500	-0.04167	0.20833	0.04167	0.04167	0.20833	-0.04167	-0.04167	-0.04167	0.12500	
-0.12500	0.00000	-0.16667	-0.08333	-0.08333	0.00000	-0.08333	0.16667	-0.16667	-0.08333	0.25000	0.33333	0.16667	0.00000	-0.08333	-0.12500	0.04167	-0.12500	-0.12500	0.29167	-0.04167	0.04167	0.20833	0.12500	0.12500	-0.12500	0.29167	-0.20833	0.04167	-0.04167	-0.04167	0.12500	-0.12500	0.20833	0.04167	0.04167	-0.20833	-0.04167	0.20833	0.04167	
-0.12500	0.08333	-0.16667	-0.08333	-0.08333	-0.25000	-0.08333	0.00000	-0.08333	0.00000	0.08333	0.33333	0.16667	0.00000	-0.08333	-0.12500	-0.12500	0.37500	0.37500	0.29167	-0.20833	-0.12500	0.20833	-0.12500	0.20833	-0.20833	0.04167	0.20833	0.12500	-0.04167	-0.04167	0.12500	0.04167	0.04167	-0.12500	0.20833	0.12500	-0.20833	0.12500	-0.04167	
-0.12500	0.00000	-0.25000	0.00000	0.00000	0.00000	-0.16667	0.08333	-0.08333	-0.08333	0.08333	0.33333	0.08333	0.16667	-0.08333	0.12500	-0.04167	0.12500	0.12500	0.20833	-0.12500	-0.04167	-0.04167	-0.20833	0.29167	0.04167	0.12500	-0.04167	0.04167	0.04167	0.04167	0.04167	0.12500	0.12500	0.12500	0.12500	-0.12500	-0.12500	-0.12500	0.20833	
-0.12500	-0.08333	0.08333	0.00000	-0.16667	-0.25000	0.00000	-0.08333	-0.16667	-0.16667	-0.08333	0.33333	0.16667	0.25000	0.08333	0.29167	-0.20833	0.12500	0.12500	0.20833	0.04167	-0.20833	-0.04167	-0.29167	-0.12500	-0.04167	0.20833	0.20833	0.12500	0.04167	0.04167	-0.12500	0.12500	-0.04167	0.12500	-0.04167	0.04167	-0.12500	-0.04167	0.29167	
-0.12500	0.08333	-0.33333	-0.08333	-0.16667	-0.25000	0.16667	0.16667	-0.16667	-0.08333	0.25000	0.66667	0.08333	0.00000	0.00000	0.04167	0.04167	0.37500	0.37500	-0.04167	0.12500	0.04167	0.04167	-0.04167	0.12500	-0.12500	0.12500	-0.04167	0.04167	-0.04167	0.12500	-0.12500	-0.04167	0.12500	-0.04167	0.12500	0.20833	-0.12500	0.12500	0.12500	
-0.12500	0.00000	-0.25000	0.08333	0.00000	0.00000	-0.33333	0.08333	0.00000	-0.08333	0.00000	0.16667	0.08333	0.25000	-0.16667	0.12500	0.12500	0.12500	0.12500	0.12500	-0.20833	-0.04167	-0.04167	-0.20833	0.12500	-0.04167	0.12500	-0.04167	0.29167	0.12500	-0.04167	0.04167	0.04167	0.20833	0.20833	0.04167	-0.12500	0.04167	0.04167	0.20833	
-0.12500	-0.08333	0.00000	0.16667	-0.16667	-0.25000	-0.25000	-0.16667	-0.08333	-0.08333	-0.16667	0.16667	0.25000	0.33333	0.00000	0.04167	0.04167	-0.12500	-0.12500	0.04167	-0.12500	0.04167	0.04167	-0.20833	-0.04167	-0.37500	0.29167	0.29167	0.29167	0.20833	-0.29167	0.12500	-0.04167	-0.04167	-0.04167	-0.04167	0.12500	0.12500	0.20833	0.04167	
-0.12500	0.08333	-0.33333	0.00000	-0.16667	-0.25000	0.00000	0.08333	-0.08333	0.00000	0.16667	0.50000	0.08333	0.08333	-0.08333	0.04167	0.04167	0.37500	0.37500	0.20833	-0.29167	0.04167	0.04167	-0.04167	0.12500	-0.04167	0.12500	-0.04167	0.12500	0.04167	0.04167	0.04167	-0.12500	0.20833	0.04167	0.04167	-0.12500	0.20833	0.29167	-0.04167	
-0.12500	-0.08333	-0.08333	0.08333	-0.25000	-0.25000	0.08333	-0.08333	-0.16667	-0.08333	0.00000	0.50000	0.08333	0.33333	0.08333	0.12500	0.12500	-0.37500	-0.37500	-0.04167	-0.04167	-0.04167	-0.04167	-0.04167	0.12500	-0.04167	0.12500	0.12500	0.29167	0.12500	0.12500	-0.04167	-0.04167	0.12500	-0.04167	0.12500	-0.04167	0.12500	-0.04167	0.12500	
-0.12500	0.00000	-0.16667	0.08333	0.00000	0.00000	-0.50000	0.00000	0.00000	0.00000	0.00000	0.00000	0.16667	0.25000	-0.16667	0.04167	0.04167	-0.12500	-0.12500	0.12500	-0.04167	0.04167	0.20833	-0.12500	0.20833	-0.04167	0.20833	-0.12500	-0.20833	-0.04167	0.12500	0.04167	-0.04167	0.12500	-0.04167	0.12500	0.04167	0.04167	0.20833	0.20833	
